hour_year,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
3579,0.08,0.08,0.1,0.14,0.15,0.16,0.1300000,0.1300000,0.1200000,0.0900000,0.0900000,0.0800000,0.0700000,0.0700000,0.0600000,0.0700000,0.0800000,0.1000000,0.1100000,0.1300000,0.1400000,0.1400000,0.1400000,0.1500000,0.1500000
3580,0.07,0.08,0.09,0.14,0.15,0.15,0.1100000,0.1100000,0.0900000,0.0500000,0.0500000,0.0500000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0900000,0.0900000,0.0900000
3581,0.07,0.07,0.08,0.12,0.14,0.14,0.0900000,0.0900000,0.0800000,0.0300000,0.0200000,0.0200000,0.0200000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3582,0.07,0.08,0.07,0.1,0.07,0.07,0.0400000,0.0200000,0.0400000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3583,0.03,0.01,0.01,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3586,0.0,0.0,0.0,0.0,0.01,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3587,0.0,0.01,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
3588,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3589,0.0,0.0,0.0,0.01,0.01,0.02,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3590,0.0,0.0,0.0,0.01,0.01,0.01,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3591,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3592,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3593,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3594,0.05,0.04,0.06,0.06,0.06,0.04,0.0300000,0.0400000,0.0300000,0.0300000,0.0300000,0.0200000,0.0100000,0.0200000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3595,0.09,0.08,0.09,0.13,0.19,0.18,0.2200000,0.2300000,0.2200000,0.2200000,0.2200000,0.2200000,0.2200000,0.2100000,0.2100000,0.2400000,0.2800000,0.3100000,0.3500000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000
3596,0.08,0.07,0.07,0.11,0.13,0.14,0.1300000,0.1500000,0.1200000,0.1300000,0.1600000,0.1900000,0.2300000,0.2700000,0.3100000,0.3200000,0.3300000,0.3400000,0.3500000,0.3700000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
3597,0.08,0.07,0.07,0.1,0.12,0.1,0.0700000,0.0800000,0.0700000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0900000,0.1000000,0.1000000,0.1000000,0.1000000,0.1100000,0.1100000
3598,0.07,0.07,0.07,0.1,0.12,0.1,0.0600000,0.0800000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0700000,0.0600000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
3599,0.08,0.07,0.07,0.11,0.12,0.1,0.0800000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0600000,0.0600000,0.0500000,0.0400000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000
3600,0.07,0.07,0.08,0.12,0.11,0.09,0.0700000,0.0800000,0.0700000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0600000,0.0500000,0.0400000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3601,0.07,0.07,0.07,0.11,0.1,0.1,0.0500000,0.0700000,0.0500000,0.0500000,0.0500000,0.0600000,0.0700000,0.0800000,0.0900000,0.0900000,0.0900000,0.0900000,0.0900000,0.0800000,0.0900000,0.0900000,0.0900000,0.0900000,0.1000000
3602,0.08,0.09,0.09,0.14,0.13,0.13,0.1000000,0.0900000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0800000,0.0800000,0.0900000,0.1000000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000
3603,0.08,0.08,0.1,0.14,0.15,0.16,0.1300000,0.1300000,0.1200000,0.0900000,0.0900000,0.0800000,0.0700000,0.0700000,0.0600000,0.0700000,0.0800000,0.1000000,0.1100000,0.1300000,0.1400000,0.1400000,0.1400000,0.1500000,0.1500000
3604,0.07,0.08,0.09,0.14,0.15,0.15,0.1100000,0.1100000,0.0900000,0.0500000,0.0500000,0.0500000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0900000,0.0900000,0.0900000
3605,0.07,0.07,0.08,0.12,0.14,0.14,0.0900000,0.0900000,0.0800000,0.0300000,0.0200000,0.0200000,0.0200000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3606,0.07,0.08,0.07,0.1,0.07,0.07,0.0400000,0.0200000,0.0400000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3607,0.03,0.01,0.01,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3608,0.0,0.0,0.0,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0000000,0.0000000,0.0000000,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
3610,0.0,0.0,0.0,0.0,0.01,0.0,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000
3611,0.0,0.01,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000
3612,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3613,0.0,0.0,0.0,0.01,0.01,0.02,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3614,0.0,0.0,0.0,0.01,0.01,0.01,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3615,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3616,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3617,0.0,0.0,0.0,0.0,0.01,0.01,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3618,0.05,0.04,0.06,0.06,0.06,0.04,0.0300000,0.0400000,0.0300000,0.0300000,0.0300000,0.0200000,0.0100000,0.0200000,0.0100000,0.0100000,0.0100000,0.0100000,0.0100000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3619,0.09,0.08,0.09,0.13,0.19,0.18,0.2200000,0.2300000,0.2200000,0.2200000,0.2200000,0.2200000,0.2200000,0.2100000,0.2100000,0.2400000,0.2800000,0.3100000,0.3500000,0.4000000,0.4100000,0.4200000,0.4300000,0.4400000,0.4500000
3620,0.08,0.07,0.07,0.11,0.13,0.14,0.1300000,0.1500000,0.1200000,0.1300000,0.1600000,0.1900000,0.2300000,0.2700000,0.3100000,0.3200000,0.3300000,0.3400000,0.3500000,0.3700000,0.3700000,0.3800000,0.3900000,0.4000000,0.4100000
3621,0.08,0.07,0.07,0.1,0.12,0.1,0.0700000,0.0800000,0.0700000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0900000,0.1000000,0.1000000,0.1000000,0.1000000,0.1100000,0.1100000
3622,0.07,0.07,0.07,0.1,0.12,0.1,0.0600000,0.0800000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0700000,0.0600000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
3623,0.08,0.07,0.07,0.11,0.12,0.1,0.0800000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0600000,0.0600000,0.0500000,0.0400000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000
3624,0.07,0.07,0.08,0.12,0.11,0.09,0.0700000,0.0800000,0.0700000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0600000,0.0500000,0.0400000,0.0300000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000,0.0200000
3625,0.07,0.08,0.09,0.13,0.16,0.17,0.1700000,0.1900000,0.1600000,0.1500000,0.1600000,0.1800000,0.1900000,0.2100000,0.2300000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000,0.1500000
3626,0.07,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.1500000,0.1700000,0.1800000,0.1900000,0.2000000,0.2200000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.2000000
3627,0.07,0.07,0.08,0.13,0.16,0.17,0.2000000,0.2100000,0.1900000,0.1600000,0.1700000,0.1900000,0.2000000,0.2200000,0.2400000,0.2500000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3300000,0.3300000,0.3400000,0.3500000
3628,0.07,0.08,0.08,0.12,0.16,0.17,0.1900000,0.2100000,0.1800000,0.1600000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1700000,0.1700000,0.1600000,0.1500000,0.1400000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000
3629,0.07,0.08,0.08,0.12,0.15,0.17,0.1900000,0.2000000,0.1900000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000,0.1600000,0.1500000,0.1400000,0.1200000,0.1100000,0.0900000,0.1000000,0.1000000,0.1000000,0.1000000,0.1100000
3630,0.07,0.07,0.08,0.11,0.12,0.13,0.1500000,0.1400000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1100000,0.1000000,0.1000000,0.0900000,0.0900000,0.0900000,0.1000000,0.1000000,0.1000000
3631,0.06,0.06,0.06,0.06,0.02,0.03,0.0400000,0.0300000,0.0400000,0.0400000,0.0500000,0.0500000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0800000,0.0900000,0.0900000
3632,0.04,0.04,0.03,0.02,0.02,0.03,0.0300000,0.0300000,0.0200000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0400000
3633,0.04,0.03,0.02,0.02,0.02,0.04,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0400000,0.0400000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
3634,0.03,0.03,0.02,0.03,0.04,0.04,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000
3635,0.03,0.03,0.02,0.03,0.05,0.06,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0800000
3636,0.03,0.03,0.03,0.03,0.05,0.07,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0800000,0.0900000,0.0900000,0.0900000,0.0900000,0.0900000,0.0900000,0.1000000,0.1000000
3637,0.03,0.02,0.02,0.04,0.07,0.1,0.1000000,0.1000000,0.1100000,0.1100000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1300000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000
3638,0.04,0.02,0.02,0.05,0.1,0.14,0.1400000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000,0.1600000,0.1600000,0.1700000,0.1700000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.1900000,0.2000000,0.2000000,0.2100000
3639,0.03,0.03,0.02,0.06,0.12,0.18,0.1800000,0.1800000,0.1900000,0.1900000,0.2000000,0.2000000,0.2000000,0.2100000,0.2100000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000
3640,0.03,0.03,0.03,0.07,0.14,0.2,0.2100000,0.2100000,0.2100000,0.2200000,0.2300000,0.2300000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3000000
3641,0.05,0.04,0.04,0.1,0.16,0.22,0.2400000,0.2400000,0.2500000,0.2500000,0.2500000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000
3642,0.09,0.09,0.09,0.19,0.27,0.32,0.3400000,0.3700000,0.3400000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3500000,0.3400000,0.3400000,0.3200000,0.3100000,0.3000000,0.3100000,0.3100000,0.3200000,0.3300000,0.3400000
3643,0.09,0.1,0.11,0.22,0.32,0.39,0.4100000,0.4300000,0.4000000,0.4200000,0.4500000,0.4700000,0.5000000,0.5300000,0.5600000,0.5800000,0.6100000,0.6300000,0.6600000,0.6900000,0.7100000,0.7200000,0.7400000,0.7600000,0.7800000
3644,0.09,0.09,0.09,0.17,0.24,0.3,0.3300000,0.3300000,0.3200000,0.3400000,0.3600000,0.3900000,0.4100000,0.4400000,0.4700000,0.4700000,0.4800000,0.4800000,0.4700000,0.4700000,0.4900000,0.5000000,0.5100000,0.5200000,0.5300000
3645,0.08,0.09,0.09,0.16,0.23,0.28,0.2900000,0.2900000,0.2800000,0.3000000,0.3100000,0.3200000,0.3400000,0.3500000,0.3700000,0.3600000,0.3500000,0.3400000,0.3200000,0.3100000,0.3200000,0.3300000,0.3300000,0.3400000,0.3500000
3646,0.08,0.08,0.09,0.14,0.19,0.22,0.2200000,0.2200000,0.2100000,0.2300000,0.2400000,0.2500000,0.2600000,0.2800000,0.2900000,0.2800000,0.2700000,0.2500000,0.2300000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000,0.2500000
3647,0.07,0.07,0.08,0.12,0.15,0.17,0.1600000,0.1500000,0.1500000,0.1600000,0.1700000,0.1900000,0.2000000,0.2200000,0.2400000,0.2300000,0.2200000,0.2000000,0.1900000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.1900000
3648,0.07,0.08,0.08,0.13,0.15,0.17,0.1500000,0.1500000,0.1300000,0.1400000,0.1500000,0.1700000,0.1900000,0.2000000,0.2200000,0.2100000,0.2000000,0.1900000,0.1700000,0.1600000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000
3649,0.07,0.08,0.09,0.13,0.16,0.17,0.1700000,0.1900000,0.1600000,0.1500000,0.1600000,0.1800000,0.1900000,0.2100000,0.2300000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000,0.1500000
3650,0.07,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.1500000,0.1700000,0.1800000,0.1900000,0.2000000,0.2200000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.2000000
3651,0.07,0.07,0.08,0.13,0.16,0.17,0.2000000,0.2100000,0.1900000,0.1600000,0.1700000,0.1900000,0.2000000,0.2200000,0.2400000,0.2500000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3300000,0.3300000,0.3400000,0.3500000
3652,0.07,0.08,0.08,0.12,0.16,0.17,0.1900000,0.2100000,0.1800000,0.1600000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000,0.1700000,0.1700000,0.1600000,0.1500000,0.1400000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000
3653,0.07,0.08,0.08,0.12,0.15,0.17,0.1900000,0.2000000,0.1900000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000,0.1600000,0.1500000,0.1400000,0.1200000,0.1100000,0.0900000,0.1000000,0.1000000,0.1000000,0.1000000,0.1100000
3654,0.07,0.07,0.08,0.11,0.12,0.13,0.1500000,0.1400000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1100000,0.1000000,0.1000000,0.0900000,0.0900000,0.0900000,0.1000000,0.1000000,0.1000000
3655,0.06,0.06,0.06,0.06,0.02,0.03,0.0400000,0.0300000,0.0400000,0.0400000,0.0500000,0.0500000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0800000,0.0900000,0.0900000
3656,0.04,0.04,0.03,0.02,0.02,0.03,0.0300000,0.0300000,0.0200000,0.0300000,0.0300000,0.0300000,0.0200000,0.0200000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0300000,0.0400000
3657,0.04,0.03,0.02,0.02,0.02,0.04,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0400000,0.0500000,0.0400000,0.0400000,0.0500000,0.0500000,0.0400000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000
3658,0.03,0.03,0.02,0.03,0.04,0.04,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0500000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000
3659,0.03,0.03,0.02,0.03,0.05,0.06,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0800000
3660,0.03,0.03,0.03,0.03,0.05,0.07,0.0600000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0700000,0.0800000,0.0800000,0.0800000,0.0800000,0.0900000,0.0900000,0.0900000,0.0900000,0.0900000,0.0900000,0.1000000,0.1000000
3661,0.03,0.02,0.02,0.04,0.07,0.1,0.1000000,0.1000000,0.1100000,0.1100000,0.1100000,0.1100000,0.1100000,0.1200000,0.1200000,0.1200000,0.1200000,0.1200000,0.1300000,0.1300000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000
3662,0.04,0.02,0.02,0.05,0.1,0.14,0.1400000,0.1500000,0.1500000,0.1500000,0.1600000,0.1600000,0.1600000,0.1600000,0.1700000,0.1700000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.1900000,0.2000000,0.2000000,0.2100000
3663,0.03,0.03,0.02,0.06,0.12,0.18,0.1800000,0.1800000,0.1900000,0.1900000,0.2000000,0.2000000,0.2000000,0.2100000,0.2100000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2700000
3664,0.03,0.03,0.03,0.07,0.14,0.2,0.2100000,0.2100000,0.2100000,0.2200000,0.2300000,0.2300000,0.2300000,0.2400000,0.2400000,0.2500000,0.2500000,0.2600000,0.2600000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3000000
3665,0.05,0.04,0.04,0.1,0.16,0.22,0.2400000,0.2400000,0.2500000,0.2500000,0.2500000,0.2500000,0.2500000,0.2600000,0.2700000,0.2700000,0.2800000,0.2800000,0.2900000,0.3000000,0.3000000,0.3100000,0.3200000,0.3200000,0.3300000
3666,0.09,0.09,0.09,0.19,0.27,0.32,0.3400000,0.3700000,0.3400000,0.3600000,0.3600000,0.3600000,0.3600000,0.3600000,0.3500000,0.3400000,0.3400000,0.3200000,0.3100000,0.3000000,0.3100000,0.3100000,0.3200000,0.3300000,0.3400000
3667,0.09,0.1,0.11,0.22,0.32,0.39,0.4100000,0.4300000,0.4000000,0.4200000,0.4500000,0.4700000,0.5000000,0.5300000,0.5600000,0.5800000,0.6100000,0.6300000,0.6600000,0.6900000,0.7100000,0.7200000,0.7400000,0.7600000,0.7800000
3668,0.09,0.09,0.09,0.17,0.24,0.3,0.3300000,0.3300000,0.3200000,0.3400000,0.3600000,0.3900000,0.4100000,0.4400000,0.4700000,0.4700000,0.4800000,0.4800000,0.4700000,0.4700000,0.4900000,0.5000000,0.5100000,0.5200000,0.5300000
3669,0.08,0.09,0.09,0.16,0.23,0.28,0.2900000,0.2900000,0.2800000,0.3000000,0.3100000,0.3200000,0.3400000,0.3500000,0.3700000,0.3600000,0.3500000,0.3400000,0.3200000,0.3100000,0.3200000,0.3300000,0.3300000,0.3400000,0.3500000
3670,0.08,0.08,0.09,0.14,0.19,0.22,0.2200000,0.2200000,0.2100000,0.2300000,0.2400000,0.2500000,0.2600000,0.2800000,0.2900000,0.2800000,0.2700000,0.2500000,0.2300000,0.2200000,0.2200000,0.2300000,0.2300000,0.2400000,0.2500000
3671,0.07,0.07,0.08,0.12,0.15,0.17,0.1600000,0.1500000,0.1500000,0.1600000,0.1700000,0.1900000,0.2000000,0.2200000,0.2400000,0.2300000,0.2200000,0.2000000,0.1900000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.1900000
3672,0.07,0.08,0.08,0.13,0.15,0.17,0.1500000,0.1500000,0.1300000,0.1400000,0.1500000,0.1700000,0.1900000,0.2000000,0.2200000,0.2100000,0.2000000,0.1900000,0.1700000,0.1600000,0.1600000,0.1700000,0.1700000,0.1800000,0.1800000
3673,0.07,0.08,0.09,0.13,0.16,0.17,0.1700000,0.1900000,0.1600000,0.1500000,0.1600000,0.1800000,0.1900000,0.2100000,0.2300000,0.2200000,0.2000000,0.1800000,0.1500000,0.1300000,0.1300000,0.1400000,0.1400000,0.1400000,0.1500000
3674,0.07,0.08,0.08,0.13,0.16,0.18,0.1900000,0.2100000,0.1900000,0.1500000,0.1700000,0.1800000,0.1900000,0.2000000,0.2200000,0.2100000,0.2000000,0.1900000,0.1800000,0.1700000,0.1800000,0.1800000,0.1900000,0.1900000,0.2000000
3675,0.07,0.07,0.08,0.13,0.16,0.17,0.2000000,0.2100000,0.1900000,0.1600000,0.1700000,0.1900000,0.2000000,0.2200000,0.2400000,0.2500000,0.2700000,0.2800000,0.3000000,0.3100000,0.3200000,0.3300000,0.3300000,0.3400000,0.3500000
